ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,GEOIDFQ,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE,centroid_in_city,city,city_context,city_label,hi_c,intersects_city,lst_c,state_fips,state_name,analysis_ready,lst_pct,hi_pct,hi_minus_lst_pct,lst_hot,hi_hot,mismatch_class,priority_flag,q75_lst_c,q75_hi_c,q75_hi_minus_lst_pct
540128,0,081,S,36081024300,1400000US36081024300,+40.7366667,-073.9020404,G5020,243,Census Tract 243,36,024300,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,32.69531531531536,36,New York,True,0.5627394636015326,0.6503831417624522,0.08764367816091956,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
200497,0,081,S,36081077908,1400000US36081077908,+40.7256168,-073.8136929,G5020,779.08,Census Tract 779.08,36,077908,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,32.54471590909094,36,New York,True,0.5167624521072797,0.4188218390804598,-0.09794061302681989,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
257660,0,081,S,36081024500,1400000US36081024500,+40.7393540,-073.9050486,G5020,245,Census Tract 245,36,024500,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,32.8288823529412,36,New York,True,0.6015325670498084,0.6503831417624522,0.04885057471264376,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
204083,0,081,S,36081024900,1400000US36081024900,+40.7431151,-073.9042554,G5020,249,Census Tract 249,36,024900,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,32.9588888888889,36,New York,True,0.6293103448275862,0.6503831417624522,0.021072796934865967,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
245619,0,081,S,36081025100,1400000US36081025100,+40.7448223,-073.9096562,G5020,251,Census Tract 251,36,025100,True,new_york,Coastal / megacity / dense urban core,New York,22.71056101499108,True,32.909558232931744,36,New York,True,0.6221264367816092,0.5622605363984674,-0.05986590038314177,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
218248,0,081,S,36081025500,1400000US36081025500,+40.7504263,-073.9079200,G5020,255,Census Tract 255,36,025500,True,new_york,Coastal / megacity / dense urban core,New York,22.599596954730426,True,32.825258215962435,36,New York,True,0.6005747126436781,0.36063218390804597,-0.23994252873563215,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
150587,0,081,S,36081025700,1400000US36081025700,+40.7501044,-073.9051748,G5020,257,Census Tract 257,36,025700,True,new_york,Coastal / megacity / dense urban core,New York,22.618021333008148,True,32.940319148936176,36,New York,True,0.6269157088122606,0.3649425287356322,-0.26197318007662834,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
391826,0,081,S,36081097204,1400000US36081097204,+40.5939070,-073.7811283,G5020,972.04,Census Tract 972.04,36,097204,True,new_york,Coastal / megacity / dense urban core,New York,,True,27.5832716049383,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
644973,361333,081,S,36081100801,1400000US36081100801,+40.6113410,-073.7661007,G5020,1008.01,Census Tract 1008.01,36,100801,True,new_york,Coastal / megacity / dense urban core,New York,,True,26.893333333333374,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
490509,0,081,S,36081102900,1400000US36081102900,+40.7838708,-073.8073649,G5020,1029,Census Tract 1029,36,102900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,32.00060410557187,36,New York,True,0.42193486590038315,0.1867816091954023,-0.23515325670498086,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
271830,0,047,S,36047021100,1400000US36047021100,+40.6970856,-073.9719259,G5020,211,Census Tract 211,36,021100,True,new_york,Coastal / megacity / dense urban core,New York,22.6775390984356,True,29.947409493161746,36,New York,True,0.15469348659003831,0.5114942528735632,0.35680076628352486,False,False,Neither hotspot,True,33.461953775316275,22.880559719472675,0.2017480842911878
211843,0,081,S,36081025800,1400000US36081025800,+40.6960420,-073.7872795,G5020,258,Census Tract 258,36,025800,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.795892018779384,36,New York,True,0.9568965517241379,0.4188218390804598,-0.5380747126436781,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
178376,0,081,S,36081026000,1400000US36081026000,+40.6927524,-073.7933078,G5020,260,Census Tract 260,36,026000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,35.10472355130253,36,New York,True,0.9818007662835249,0.4188218390804598,-0.5629789272030651,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
143393,0,081,S,36081026200,1400000US36081026200,+40.6910079,-073.7920924,G5020,262,Census Tract 262,36,026200,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,35.09666666666669,36,New York,True,0.9808429118773946,0.4188218390804598,-0.5620210727969348,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
207862,0,081,S,36081026300,1400000US36081026300,+40.7457619,-073.8970294,G5020,263,Census Tract 263,36,026300,True,new_york,Coastal / megacity / dense urban core,New York,22.703276056878106,True,33.086904761904776,36,New York,True,0.6590038314176245,0.5569923371647509,-0.10201149425287359,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
172998,0,081,S,36081026600,1400000US36081026600,+40.6918812,-073.7816949,G5020,266,Census Tract 266,36,026600,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.67597701149426,36,New York,True,0.9430076628352491,0.4188218390804598,-0.5241858237547893,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
581535,0,047,S,36047048500,1400000US36047048500,+40.7078399,-073.9363455,G5020,485,Census Tract 485,36,048500,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,31.78869153069157,36,New York,True,0.38697318007662834,0.6503831417624522,0.2634099616858238,False,False,Neither hotspot,True,33.461953775316275,22.880559719472675,0.2017480842911878
6705170,17182460,081,S,36081107202,1400000US36081107202,+40.6252538,-073.8137646,G5020,1072.02,Census Tract 1072.02,36,107202,True,new_york,Coastal / megacity / dense urban core,New York,22.880559719472675,True,25.648182248682282,36,New York,True,0.0038314176245210726,0.7761015325670498,0.7722701149425287,False,True,HI-only hotspot,True,33.461953775316275,22.880559719472675,0.2017480842911878
399541,28173,081,S,36081103201,1400000US36081103201,+40.6089555,-073.7554305,G5020,1032.01,Census Tract 1032.01,36,103201,True,new_york,Coastal / megacity / dense urban core,New York,,True,27.220583333333373,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
716368,0,081,S,36081103202,1400000US36081103202,+40.6066697,-073.7475132,G5020,1032.02,Census Tract 1032.02,36,103202,True,new_york,Coastal / megacity / dense urban core,New York,,True,29.600691562932262,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
869052,0,081,S,36081103900,1400000US36081103900,+40.7840546,-073.8190352,G5020,1039,Census Tract 1039,36,103900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,31.849865319865344,36,New York,True,0.3975095785440613,0.1867816091954023,-0.21072796934865903,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
841802,0,081,S,36081104700,1400000US36081104700,+40.7748158,-073.8203709,G5020,1047,Census Tract 1047,36,104700,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,32.69550576184381,36,New York,True,0.5646551724137931,0.1867816091954023,-0.37787356321839083,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
649580,0,081,S,36081105900,1400000US36081105900,+40.7737697,-073.8070648,G5020,1059,Census Tract 1059,36,105900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.490877192982474,36,New York,True,0.7581417624521073,0.1867816091954023,-0.571360153256705,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
185072,0,081,S,36081027000,1400000US36081027000,+40.6886843,-073.7913978,G5020,270,Census Tract 270,36,027000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,35.08317204301077,36,New York,True,0.9794061302681992,0.4188218390804598,-0.5605842911877394,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
153668,0,081,S,36081027200,1400000US36081027200,+40.6835771,-073.7913200,G5020,272,Census Tract 272,36,027200,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.98314465408806,36,New York,True,0.9731800766283525,0.4188218390804598,-0.5543582375478927,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
143723,0,081,S,36081027400,1400000US36081027400,+40.6849050,-073.7889890,G5020,274,Census Tract 274,36,027400,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.94534013605444,36,New York,True,0.9707854406130269,0.4188218390804598,-0.5519636015325671,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
175380,0,081,S,36081027800,1400000US36081027800,+40.6860961,-073.7829164,G5020,278,Census Tract 278,36,027800,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.66625000000001,36,New York,True,0.9415708812260536,0.4188218390804598,-0.5227490421455938,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
177155,0,081,S,36081027900,1400000US36081027900,+40.7516729,-073.8802222,G5020,279,Census Tract 279,36,027900,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,33.571666666666715,36,New York,True,0.7811302681992337,0.2921455938697318,-0.4889846743295019,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
165398,0,081,S,36081028000,1400000US36081028000,+40.6883158,-073.7797191,G5020,280,Census Tract 280,36,028000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.5969393939394,36,New York,True,0.9353448275862069,0.4188218390804598,-0.5165229885057471,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
174441,0,081,S,36081028100,1400000US36081028100,+40.7522203,-073.8825920,G5020,281,Census Tract 281,36,028100,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,33.571666666666715,36,New York,True,0.7811302681992337,0.2921455938697318,-0.4889846743295019,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
182472,0,081,S,36081028200,1400000US36081028200,+40.6849947,-073.7738873,G5020,282,Census Tract 282,36,028200,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.37300000000003,36,New York,True,0.907088122605364,0.4188218390804598,-0.4882662835249042,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
429455,0,081,S,36081028400,1400000US36081028400,+40.6825033,-073.7778568,G5020,284,Census Tract 284,36,028400,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.41861111111114,36,New York,True,0.9152298850574713,0.4188218390804598,-0.4964080459770115,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
1527718,872808,081,S,36081094500,1400000US36081094500,+40.7927540,-073.8288779,G5020,945,Census Tract 945,36,094500,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,30.130458386683788,36,New York,True,0.17863984674329503,0.1867816091954023,0.008141762452107265,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
272641,0,081,S,36081094700,1400000US36081094700,+40.7855766,-073.8413716,G5020,947,Census Tract 947,36,094700,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,29.88494505494508,36,New York,True,0.14511494252873564,0.1867816091954023,0.04166666666666666,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
862705,615737,081,S,36081096400,1400000US36081096400,+40.5925505,-073.7918429,G5020,964,Census Tract 964,36,096400,True,new_york,Coastal / megacity / dense urban core,New York,,True,27.47201699834164,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
319578,34799,047,S,36047062000,1400000US36047062000,+40.5788518,-073.9460579,G5020,620,Census Tract 620,36,062000,True,new_york,Coastal / megacity / dense urban core,New York,22.890180232256025,True,32.09398373983742,36,New York,True,0.4386973180076628,0.8089080459770115,0.3702107279693487,False,True,HI-only hotspot,True,33.461953775316275,22.880559719472675,0.2017480842911878
528721,191606,081,S,36081097300,1400000US36081097300,+40.7949673,-073.8235370,G5020,973,Census Tract 973,36,097300,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,29.19407239819008,36,New York,True,0.09291187739463602,0.1867816091954023,0.09386973180076627,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
650601,922899,081,S,36081098100,1400000US36081098100,+40.7982603,-073.8158489,G5020,981,Census Tract 981,36,098100,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,29.20540948847075,36,New York,True,0.09386973180076628,0.1867816091954023,0.09291187739463601,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
667301,731613,081,S,36081098700,1400000US36081098700,+40.7953927,-073.8068620,G5020,987,Census Tract 987,36,098700,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,29.713704974271035,36,New York,True,0.13649425287356323,0.1867816091954023,0.05028735632183906,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
1085050,432743,081,S,36081099100,1400000US36081099100,+40.7919649,-073.7988773,G5020,991,Census Tract 991,36,099100,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,31.626622516556345,36,New York,True,0.3611111111111111,0.1867816091954023,-0.1743295019157088,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
581564,324488,081,S,36081099200,1400000US36081099200,+40.5938729,-073.7677462,G5020,992,Census Tract 992,36,099200,True,new_york,Coastal / megacity / dense urban core,New York,,True,29.2546604938272,36,New York,False,,,,False,False,Missing,False,33.461953775316275,22.880559719472675,0.2017480842911878
321836,0,047,S,36047080800,1400000US36047080800,+40.6573033,-073.9394864,G5020,808,Census Tract 808,36,080800,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,32.41869172494179,36,New York,True,0.4956896551724138,0.6503831417624522,0.15469348659003834,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
648383,0,081,S,36081099900,1400000US36081099900,+40.7916054,-073.7767241,G5020,999,Census Tract 999,36,099900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,29.713333333333367,36,New York,True,0.1360153256704981,0.1867816091954023,0.0507662835249042,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
321360,0,047,S,36047123700,1400000US36047123700,+40.6967384,-073.9567404,G5020,1237,Census Tract 1237,36,123700,True,new_york,Coastal / megacity / dense urban core,New York,22.6775390984356,True,31.08807890222987,36,New York,True,0.29022988505747127,0.5114942528735632,0.22126436781609193,False,False,Neither hotspot,True,33.461953775316275,22.880559719472675,0.2017480842911878
279273,0,081,S,36081112300,1400000US36081112300,+40.7662920,-073.7712453,G5020,1123,Census Tract 1123,36,112300,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.41323444976078,36,New York,True,0.7370689655172413,0.1867816091954023,-0.550287356321839,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
445146,0,081,S,36081109700,1400000US36081109700,+40.7703466,-073.7773131,G5020,1097,Census Tract 1097,36,109700,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.54527272727274,36,New York,True,0.7753831417624522,0.1867816091954023,-0.5886015325670498,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
378696,0,081,S,36081109900,1400000US36081109900,+40.7679453,-073.7864943,G5020,1099,Census Tract 1099,36,109900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.9884824624195,36,New York,True,0.8577586206896551,0.1867816091954023,-0.6709770114942528,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
354968,0,081,S,36081112900,1400000US36081112900,+40.7654009,-073.7768169,G5020,1129,Census Tract 1129,36,112900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.84875679875681,36,New York,True,0.8362068965517241,0.1867816091954023,-0.6494252873563218,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
383381,0,081,S,36081113900,1400000US36081113900,+40.7642305,-073.7906266,G5020,1139,Census Tract 1139,36,113900,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,34.25690909090911,36,New York,True,0.8888888888888888,0.1867816091954023,-0.7021072796934865,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
448092,0,081,S,36081114100,1400000US36081114100,+40.7690969,-073.7966895,G5020,1141,Census Tract 1141,36,114100,True,new_york,Coastal / megacity / dense urban core,New York,22.5732043639473,True,33.84936969696972,36,New York,True,0.8366858237547893,0.1867816091954023,-0.649904214559387,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
261476,0,081,S,36081029100,1400000US36081029100,+40.7513358,-073.8951993,G5020,291,Census Tract 291,36,029100,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,33.29333333333335,36,New York,True,0.7042624521072797,0.2921455938697318,-0.41211685823754785,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
151336,0,081,S,36081029300,1400000US36081029300,+40.7519327,-073.8994830,G5020,293,Census Tract 293,36,029300,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,33.29333333333335,36,New York,True,0.7042624521072797,0.2921455938697318,-0.41211685823754785,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
182968,0,081,S,36081029500,1400000US36081029500,+40.7559980,-073.9067306,G5020,295,Census Tract 295,36,029500,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,32.3486559139785,36,New York,True,0.48515325670498083,0.2921455938697318,-0.193007662835249,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
519215,0,081,S,36081029700,1400000US36081029700,+40.7586829,-073.9030015,G5020,297,Census Tract 297,36,029700,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,32.64480952380955,36,New York,True,0.5435823754789272,0.2921455938697318,-0.25143678160919536,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
195625,0,081,S,36081028700,1400000US36081028700,+40.7509654,-073.8894359,G5020,287,Census Tract 287,36,028700,True,new_york,Coastal / megacity / dense urban core,New York,22.594404042243596,True,33.30090909090911,36,New York,True,0.7054597701149425,0.35919540229885055,-0.346264367816092,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
172620,0,081,S,36081028900,1400000US36081028900,+40.7512785,-073.8919022,G5020,289,Census Tract 289,36,028900,True,new_york,Coastal / megacity / dense urban core,New York,22.603644729826083,True,33.31875706214691,36,New York,True,0.710727969348659,0.36159003831417624,-0.34913793103448276,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
408255,0,081,S,36081029900,1400000US36081029900,+40.7639881,-073.8993984,G5020,299,Census Tract 299,36,029900,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,32.27220194647205,36,New York,True,0.4707854406130268,0.2921455938697318,-0.17863984674329497,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
767638,0,081,S,36081031700,1400000US36081031700,+40.7709218,-073.8930421,G5020,317,Census Tract 317,36,031700,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,31.270093126385852,36,New York,True,0.3055555555555556,0.2921455938697318,-0.013409961685823757,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
1040174,13031,081,S,36081032000,1400000US36081032000,+40.6612148,-073.7652124,G5020,320,Census Tract 320,36,032000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,35.10614730878191,36,New York,True,0.98227969348659,0.4188218390804598,-0.5634578544061303,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
368019,0,081,S,36081032800,1400000US36081032800,+40.6718373,-073.7556979,G5020,328,Census Tract 328,36,032800,True,new_york,Coastal / megacity / dense urban core,New York,22.62693278978151,True,34.739836065573776,36,New York,True,0.9492337164750958,0.36877394636015326,-0.5804597701149425,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
436915,0,081,S,36081032900,1400000US36081032900,+40.7644351,-073.8827319,G5020,329,Census Tract 329,36,032900,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,32.436038812785426,36,New York,True,0.49808429118773945,0.2921455938697318,-0.20593869731800762,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
817316,0,081,S,36081033000,1400000US36081033000,+40.6701348,-073.7637361,G5020,330,Census Tract 330,36,033000,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.66553140096619,36,New York,True,0.9410919540229885,0.4188218390804598,-0.5222701149425287,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
2837110,2193944,081,S,36081033100,1400000US36081033100,+40.7749300,-073.8737580,G5020,331,Census Tract 331,36,033100,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,30.95999581148023,36,New York,True,0.27346743295019155,0.2921455938697318,0.018678160919540276,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
150834,0,081,S,36081033900,1400000US36081033900,+40.7590238,-073.8798382,G5020,339,Census Tract 339,36,033900,True,new_york,Coastal / megacity / dense urban core,New York,22.590481736003547,True,33.021666666666704,36,New York,True,0.6422413793103449,0.2921455938697318,-0.35009578544061304,False,False,Neither hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
348243,0,081,S,36081039400,1400000US36081039400,+40.6896398,-073.7587786,G5020,394,Census Tract 394,36,039400,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.36833333333334,36,New York,True,0.9066091954022989,0.4188218390804598,-0.4877873563218391,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
200591,0,081,S,36081039800,1400000US36081039800,+40.6945622,-073.7648097,G5020,398,Census Tract 398,36,039800,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.47309523809527,36,New York,True,0.9195402298850575,0.4188218390804598,-0.5007183908045977,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
218312,0,081,S,36081040200,1400000US36081040200,+40.7000316,-073.7687630,G5020,402,Census Tract 402,36,040200,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,34.51500000000004,36,New York,True,0.9236111111111112,0.4188218390804598,-0.5047892720306514,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
479414,0,081,S,36081040400,1400000US36081040400,+40.7051937,-073.7707937,G5020,404,Census Tract 404,36,040400,True,new_york,Coastal / megacity / dense urban core,New York,22.628044894121725,True,35.13844512195125,36,New York,True,0.9841954022988506,0.4188218390804598,-0.5653735632183908,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
137675,0,081,S,36081041100,1400000US36081041100,+40.7437912,-073.8654187,G5020,411,Census Tract 411,36,041100,True,new_york,Coastal / megacity / dense urban core,New York,22.71991784192517,True,34.146363636363674,36,New York,True,0.8773946360153256,0.6503831417624522,-0.22701149425287348,True,False,LST-only hotspot,False,33.461953775316275,22.880559719472675,0.2017480842911878
