ALAND,AWATER,COUNTYFP,GEOID,NAME,NAMELSAD,STATEFP,TRACTCE,area_km2,below_poverty_count,below_poverty_count_clean,city,high_poverty_flag,inequity_group,low_income_flag,hi_summer_mean_c,hi_summer_median_c,median_household_income,median_household_income_clean,poverty_rate,poverty_universe,poverty_universe_clean,total_population,total_population_clean
1636470,43270,201,48201433400,4334,Census Tract 4334,48,433400,1.6809036623989866,899,899,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,46483,46483.0,0.20371629277135736,4413,4413,4413,4413
2706107,0,201,48201450200,4502,Census Tract 4502,48,450200,2.708093929645072,139,139,Houston,False,High income + Low poverty,False,34.182124562548104,34.182124562548104,162115,162115.0,0.023341729638958857,5955,5955,5955,5955
2877500,61106,201,48201450500,4505,Census Tract 4505,48,450500,2.940962970809302,105,105,Houston,False,High income + Low poverty,False,34.20131872067585,34.20131872067585,143371,143371.0,0.032527881040892194,3228,3228,3228,3228
1827855,2436,201,48201453800,4538,Census Tract 4538,48,453800,1.8317081194253773,529,529,Houston,False,High income + Low poverty,False,34.32713300899536,34.32713300899536,60947,60947.0,0.1487626546681665,3556,3556,3561,3561
1625393,0,201,48201340600,3406,Census Tract 3406,48,340600,1.6258001441547345,53,53,Houston,False,High income + Low poverty,False,34.30535637413309,34.30535637413309,111058,111058.0,0.02169463774048301,2443,2443,2443,2443
2885593,0,201,48201340800,3408,Census Tract 3408,48,340800,2.8863493144219183,243,243,Houston,False,High income + Low poverty,False,34.30535637413309,34.30535637413309,142524,142524.0,0.04257928859295602,5707,5707,5707,5707
2422086,399,201,48201433300,4333,Census Tract 4333,48,433300,2.4241261421021782,499,499,Houston,False,High income + Low poverty,False,34.19907681151132,34.19907681151132,87917,87917.0,0.1090472027972028,4576,4576,4576,4576
2884850,0,201,48201520502,5205.02,Census Tract 5205.02,48,520502,2.8866853206110705,905,905,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,50121,50121.0,0.18744821872410936,4828,4828,4848,4848
993745,0,201,48201520604,5206.04,Census Tract 5206.04,48,520604,0.9943775590915827,661,661,Houston,True,High income + High poverty,False,34.06943130034954,34.06943130034954,78283,78283.0,0.20547093565433633,3217,3217,3217,3217
495910,0,201,48201521501,5215.01,Census Tract 5215.01,48,521501,0.4962410593610115,909,909,Houston,True,High income + High poverty,False,,,60493,60493.0,0.32922854038391886,2761,2761,2810,2810
9675616,202617,201,48201250602,2506.02,Census Tract 2506.02,48,250602,9.881669986601063,1742,1742,Houston,True,Low income + High poverty,True,34.06298350196785,34.06298350196785,42738,42738.0,0.37746478873239436,4615,4615,4615,4615
840095,14396,201,48201433100,4331,Census Tract 4331,48,433100,0.8550986204450777,1004,1004,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,45122,45122.0,0.3205619412515964,3132,3132,3158,3158
1882350,0,201,48201520200,5202,Census Tract 5202,48,520200,1.8835101921997275,333,333,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,109363,109363.0,0.1099009900990099,3030,3030,3030,3030
1967010,0,201,48201520700,5207,Census Tract 5207,48,520700,1.968265873117654,148,148,Houston,False,High income + Low poverty,False,,,135250,135250.0,0.03228621291448516,4584,4584,4670,4670
2545383,667,157,48157670603,6706.03,Census Tract 6706.03,48,670603,2.547752578152116,111,111,Houston,False,High income + Low poverty,False,34.17742101917764,34.17742101917764,76134,76134.0,0.018938747653983963,5861,5861,5861,5861
6011232,518550,157,48157673007,6730.07,Census Tract 6730.07,48,673007,6.535681354610233,137,137,Houston,False,High income + Low poverty,False,34.18258016559219,34.18258016559219,109241,109241.0,0.048928571428571425,2800,2800,2808,2808
7752231,460026,157,48157673006,6730.06,Census Tract 6730.06,48,673006,8.21987968453005,214,214,Houston,False,High income + Low poverty,False,34.18258016559219,34.18258016559219,123977,123977.0,0.03762306610407876,5688,5688,5688,5688
925751,0,201,48201431902,4319.02,Census Tract 4319.02,48,431902,0.9263086592102502,165,165,Houston,False,High income + Low poverty,False,,,114429,114429.0,0.059097421203438395,2792,2792,2834,2834
1635456,21679,201,48201423100,4231,Census Tract 4231,48,423100,1.6582949260969413,1129,1129,Houston,True,Low income + High poverty,True,34.19907681151132,34.19907681151132,34753,34753.0,0.38757294884998283,2913,2913,2913,2913
879053,0,201,48201410401,4104.01,Census Tract 4104.01,48,410401,0.8795296284609841,163,163,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,135917,135917.0,0.04568385650224215,3568,3568,3568,3568
1231124,237,201,48201431801,4318.01,Census Tract 4318.01,48,431801,1.2321118770277173,406,406,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,81667,81667.0,0.11350293542074363,3577,3577,3577,3577
1286105,0,201,48201422702,4227.02,Census Tract 4227.02,48,422702,1.2869461796818482,583,583,Houston,False,High income + Low poverty,False,34.19907681151132,34.19907681151132,77222,77222.0,0.18507936507936507,3150,3150,3150,3150
1837628,0,201,48201422701,4227.01,Census Tract 4227.01,48,422701,1.838812905855165,640,640,Houston,False,High income + Low poverty,False,34.194535959898005,34.19453595989801,60909,60909.0,0.1362281822051937,4698,4698,4698,4698
527010,0,201,48201410801,4108.01,Census Tract 4108.01,48,410801,0.5272924086170898,544,544,Houston,True,High income + High poverty,False,,,95298,95298.0,0.21451104100946372,2536,2536,2536,2536
472517,0,201,48201432705,4327.05,Census Tract 4327.05,48,432705,0.47282045381110827,2670,2670,Houston,True,Low income + High poverty,True,,,35152,35152.0,0.5011261261261262,5328,5328,5388,5388
2121785,0,201,48201313901,3139.01,Census Tract 3139.01,48,313901,2.1228760912675533,414,414,Houston,False,High income + Low poverty,False,34.18305435169938,34.18305435169938,63950,63950.0,0.13248,3125,3125,3125,3125
877342,0,201,48201314003,3140.03,Census Tract 3140.03,48,314003,0.8778064991791125,979,979,Houston,True,Low income + High poverty,True,34.18305435169938,34.18305435169938,53149,53149.0,0.3718192176224839,2633,2633,2638,2638
1898789,6682,201,48201314402,3144.02,Census Tract 3144.02,48,314402,1.906499283130353,218,218,Houston,False,High income + Low poverty,False,34.189995108284705,34.189995108284705,77813,77813.0,0.09697508896797152,2248,2248,2248,2248
966419,0,201,48201412201,4122.01,Census Tract 4122.01,48,412201,0.9669416177078124,354,354,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,155855,155855.0,0.15642951833848873,2263,2263,2264,2264
840568,0,201,48201411902,4119.02,Census Tract 4119.02,48,411902,0.8410106747650835,167,167,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,113289,113289.0,0.08854718981972429,1886,1886,2221,2221
898012,0,201,48201313801,3138.01,Census Tract 3138.01,48,313801,0.8984580630293646,654,654,Houston,True,Low income + High poverty,True,34.18305435169938,34.18305435169938,19821,19821.0,0.3879003558718861,1686,1686,1686,1686
294441,0,201,48201222504,2225.04,Census Tract 2225.04,48,222504,0.29459492505535256,870,870,Houston,True,Low income + High poverty,True,,,38977,38977.0,0.264277035236938,3292,3292,3292,3292
984441,723,201,48201333501,3335.01,Census Tract 3335.01,48,333501,0.9855612031461968,959,959,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,38661,38661.0,0.31298955613577023,3064,3064,3064,3064
5423944,23726,201,48201333302,3333.02,Census Tract 3333.02,48,333302,5.449734638295207,746,746,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,53830,53830.0,0.23203732503888025,3215,3215,3248,3248
315463,0,201,48201431505,4315.05,Census Tract 4315.05,48,431505,0.31565956420964103,131,131,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,113627,113627.0,0.10178710178710179,1287,1287,1311,1311
806902,0,201,48201520302,5203.02,Census Tract 5203.02,48,520302,0.8073976477424843,706,706,Houston,True,High income + High poverty,False,,,83234,83234.0,0.2809391165937127,2513,2513,2513,2513
673256,0,201,48201520301,5203.01,Census Tract 5203.01,48,520301,0.6736672663162332,687,687,Houston,True,High income + High poverty,False,,,62917,62917.0,0.28178835110746514,2438,2438,2438,2438
504327,0,201,48201410704,4107.04,Census Tract 4107.04,48,410704,0.5045844387134373,286,286,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,71190,71190.0,0.14780361757105942,1935,1935,1935,1935
1065973,0,201,48201511003,5110.03,Census Tract 5110.03,48,511003,1.0665806111891247,120,120,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,76078,76078.0,0.05752636625119847,2086,2086,2086,2086
989885,0,201,48201511202,5112.02,Census Tract 5112.02,48,511202,0.9904281394814463,86,86,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,163828,163828.0,0.024383328607882053,3527,3527,3527,3527
672188,0,201,48201432706,4327.06,Census Tract 4327.06,48,432706,0.6726133450355439,1058,1058,Houston,True,Low income + High poverty,True,34.19809785111112,34.19809785111112,31531,31531.0,0.5700431034482759,1856,1856,1856,1856
1244429,0,201,48201511501,5115.01,Census Tract 5115.01,48,511501,1.2450952283788335,264,264,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,126071,126071.0,0.0781758957654723,3377,3377,3377,3377
4097776,3742,201,48201350803,3508.03,Census Tract 3508.03,48,350803,4.102617990320027,143,143,Houston,False,Low income + Low poverty,True,34.30535637413309,34.30535637413309,56845,56845.0,0.0463984425697599,3082,3082,3096,3096
358651,0,201,48201432003,4320.03,Census Tract 4320.03,48,432003,0.3588750122222106,213,213,Houston,False,Low income + Low poverty,True,,,56011,56011.0,0.1280817799158148,1663,1663,1663,1663
277355,0,201,48201431303,4313.03,Census Tract 4313.03,48,431303,0.2775360948721078,197,197,Houston,False,Low income + Low poverty,True,,,50571,50571.0,0.15049656226126815,1309,1309,1309,1309
1029986,0,201,48201432102,4321.02,Census Tract 4321.02,48,432102,1.0306582608058334,685,685,Houston,False,Low income + Low poverty,True,34.182124562548104,34.182124562548104,58101,58101.0,0.15168290522586358,4516,4516,4568,4568
7448512,103743,201,48201554809,5548.09,Census Tract 5548.09,48,554809,7.557665682244022,1418,1418,Houston,False,High income + Low poverty,False,33.80729690919834,33.80729690919834,118456,118456.0,0.13073944311266827,10846,10846,11274,11274
720448,8666,201,48201532102,5321.02,Census Tract 5321.02,48,532102,0.729567509015754,935,935,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,37383,37383.0,0.3034728984096073,3081,3081,3081,3081
3861055,316,201,48201532302,5323.02,Census Tract 5323.02,48,532302,3.863828490100628,1629,1629,Houston,True,High income + High poverty,False,34.07025438200507,34.06943130034954,62978,62978.0,0.39424007744433687,4132,4132,4132,4132
5634373,54772,201,48201350104,3501.04,Census Tract 3501.04,48,350104,5.691309517056421,908,908,Houston,False,High income + Low poverty,False,34.184396149132105,34.184396149132105,94000,94000.0,0.17070877984583568,5319,5319,5346,5346
932257,0,201,48201411504,4115.04,Census Tract 4115.04,48,411504,0.9327821735600901,399,399,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,117228,117228.0,0.13711340206185568,2910,2910,2910,2910
374611,0,201,48201411506,4115.06,Census Tract 4115.06,48,411506,0.37482637455084833,144,144,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,127710,127710.0,0.050597329585382995,2846,2846,2846,2846
853189,0,201,48201411505,4115.05,Census Tract 4115.05,48,411505,0.8536859767654918,330,330,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,99617,99617.0,0.11033099297893681,2991,2991,2991,2991
2086600,0,201,48201220702,2207.02,Census Tract 2207.02,48,220702,2.087580527093867,1074,1074,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,31083,31083.0,0.30168539325842697,3560,3560,3560,3560
1240676,0,201,48201341001,3410.01,Census Tract 3410.01,48,341001,1.2409947969428143,536,536,Houston,False,Low income + Low poverty,True,34.30535637413309,34.30535637413309,59684,59684.0,0.1235877334563062,4337,4337,4337,4337
339974,0,201,48201431803,4318.03,Census Tract 4318.03,48,431803,0.34017824873611197,115,115,Houston,False,High income + Low poverty,False,34.19809785111112,34.19809785111112,89167,89167.0,0.046352277307537285,2481,2481,2481,2481
1178453,0,201,48201211600,2116,Census Tract 2116,48,211600,1.1789627140130303,816,816,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,47143,47143.0,0.2728184553660983,2991,2991,2991,2991
4442120,4111,201,48201211700,2117,Census Tract 2117,48,211700,4.448123259694221,800,800,Houston,True,Low income + High poverty,True,34.1175346254034,34.117534625403394,32240,32240.0,0.23460410557184752,3410,3410,3530,3530
1914928,32803,201,48201531200,5312,Census Tract 5312,48,531200,1.9488737617343894,471,471,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,94375,94375.0,0.1320067264573991,3568,3568,3599,3599
1411061,400,201,48201312300,3123,Census Tract 3123,48,312300,1.4121539350823216,890,890,Houston,True,High income + High poverty,False,34.171944709656074,34.171944709656074,77194,77194.0,0.3495679497250589,2546,2546,2575,2575
2209381,1497,201,48201332000,3320,Census Tract 3320,48,332000,2.211921101474371,3034,3034,Houston,True,Low income + High poverty,True,34.18305435169938,34.18305435169938,28750,28750.0,0.5119811002362471,5926,5926,6092,6092
2355339,21684,201,48201531600,5316,Census Tract 5316,48,531600,2.37842502656019,44,44,Houston,False,High income + Low poverty,False,,,147340,147340.0,0.016302334197851057,2699,2699,2699,2699
4600027,0,201,48201530800,5308,Census Tract 5308,48,530800,4.602551795031548,862,862,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,36767,36767.0,0.21368368864650472,4034,4034,4077,4077
1907727,0,201,48201531500,5315,Census Tract 5315,48,531500,1.9088959640702552,307,307,Houston,False,Low income + Low poverty,True,,,57500,57500.0,0.12086614173228347,2540,2540,2542,2542
1862676,0,201,48201531700,5317,Census Tract 5317,48,531700,1.8637320569840348,107,107,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,195208,195208.0,0.02715046942400406,3941,3941,3968,3968
3256801,0,201,48201531800,5318,Census Tract 5318,48,531800,3.258648895300736,1147,1147,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,25000,25000.0,0.39375214555441124,2913,2913,2913,2913
4333916,23590,201,48201531900,5319,Census Tract 5319,48,531900,4.3600599408201965,1696,1696,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,40659,40659.0,0.2821024617431803,6012,6012,6106,6106
1446882,5862,201,48201510100,5101,Census Tract 5101,48,510100,1.4534703411853165,216,216,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,145909,145909.0,0.0758959943780745,2846,2846,2857,2857
1478593,7485,201,48201510400,5104,Census Tract 5104,48,510400,1.4868506239995012,48,48,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,161810,161810.0,0.013415315818893237,3578,3578,3580,3580
1744141,16034,201,48201510500,5105,Census Tract 5105,48,510500,1.761111417137443,140,140,Houston,False,High income + Low poverty,False,34.18938013729277,34.19809785111112,137431,137431.0,0.02788289185421231,5021,5021,5021,5021
17543180,2241796,201,48201250701,2507.01,Census Tract 2507.01,48,250701,19.79158183672389,1019,1019,Houston,False,High income + Low poverty,False,33.826416517804255,33.80516410259068,112664,112664.0,0.14008798460269453,7274,7274,7287,7287
924933,565,201,48201251503,2515.03,Census Tract 2515.03,48,251503,0.9257705885432364,48,48,Houston,False,High income + Low poverty,False,33.932678593872126,33.932678593872126,137031,137031.0,0.017712177121771217,2710,2710,2758,2758
2669691,294,201,48201251402,2514.02,Census Tract 2514.02,48,251402,2.6708146843358564,1372,1372,Houston,True,Low income + High poverty,True,33.85616989910326,33.80516410259068,58902,58902.0,0.20690695219423919,6631,6631,6652,6652
2270102,11143,201,48201511001,5110.01,Census Tract 5110.01,48,511001,2.2825616674592943,279,279,Houston,False,High income + Low poverty,False,34.13376457573033,34.13376457573033,81806,81806.0,0.0951568894952251,2932,2932,3012,3012
1295272,0,201,48201522302,5223.02,Census Tract 5223.02,48,522302,1.2961608649695455,825,825,Houston,True,Low income + High poverty,True,34.182124562548104,34.182124562548104,59387,59387.0,0.24010477299185098,3436,3436,3436,3436
1768481,0,201,48201522202,5222.02,Census Tract 5222.02,48,522202,1.7696940013668607,1466,1466,Houston,True,High income + High poverty,False,34.075192871938214,34.075192871938214,66201,66201.0,0.3270131608298015,4483,4483,4483,4483
1385867,0,201,48201522301,5223.01,Census Tract 5223.01,48,522301,1.3867981458389678,690,690,Houston,True,Low income + High poverty,True,34.182124562548104,34.182124562548104,59215,59215.0,0.1884730947828462,3661,3661,3816,3816
1628613,0,201,48201522201,5222.01,Census Tract 5222.01,48,522201,1.629723715766063,1158,1158,Houston,True,High income + High poverty,False,34.075192871938214,34.075192871938214,72365,72365.0,0.21816126601356442,5308,5308,5317,5317
1891830,151491,201,48201333903,3339.03,Census Tract 3339.03,48,333903,2.0440524970867746,771,771,Houston,True,High income + High poverty,False,34.175943089573586,34.175943089573586,96379,96379.0,0.18999507146377526,4058,4058,4058,4058
2892938,4338,201,48201221701,2217.01,Census Tract 2217.01,48,221701,2.8987274017129945,1571,1571,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,42078,42078.0,0.2999236349751814,5238,5238,5238,5238
14741272,173338,201,48201330801,3308.01,Census Tract 3308.01,48,330801,14.921399010183336,1232,1232,Houston,True,High income + High poverty,False,34.1822189709981,34.18305435169938,71756,71756.0,0.21519650655021835,5725,5725,5741,5741
907477,0,201,48201333502,3335.02,Census Tract 3335.02,48,333502,0.907844738796953,658,658,Houston,True,High income + High poverty,False,34.175943089573586,34.175943089573586,86250,86250.0,0.259157148483655,2539,2539,2539,2539
562306,0,201,48201321301,3213.01,Census Tract 3213.01,48,321301,0.5624944173256501,1621,1621,Houston,True,Low income + High poverty,True,,,31681,31681.0,0.4085181451612903,3968,3968,4000,4000
2558315,6907,201,48201321102,3211.02,Census Tract 3211.02,48,321102,2.566074402842638,281,281,Houston,False,High income + Low poverty,False,34.175943089573586,34.175943089573586,71534,71534.0,0.07453580901856764,3770,3770,3770,3770
2658340,7852,201,48201321002,3210.02,Census Tract 3210.02,48,321002,2.6671138513659445,401,401,Houston,False,Low income + Low poverty,True,34.175943089573586,34.175943089573586,59496,59496.0,0.07898365176285208,5077,5077,5077,5077
1867832,0,201,48201221301,2213.01,Census Tract 2213.01,48,221301,1.8687723285372748,1245,1245,Houston,True,High income + High poverty,False,34.06312454115072,34.06312454115072,66289,66289.0,0.3068770027113631,4057,4057,4057,4057
1444969,1747,201,48201552603,5526.03,Census Tract 5526.03,48,552603,1.4477360651338205,2043,2043,Houston,True,Low income + High poverty,True,34.00160875013897,34.00160875013897,44497,44497.0,0.36236253990776873,5638,5638,5671,5671
1165826,0,201,48201532101,5321.01,Census Tract 5321.01,48,532101,1.1665432203230581,170,170,Houston,False,High income + Low poverty,False,34.06943130034954,34.06943130034954,66760,66760.0,0.041595302177636406,4087,4087,4116,4116
11970607,165536,201,48201540101,5401.01,Census Tract 5401.01,48,540101,12.145154562539107,292,292,Houston,False,High income + Low poverty,False,34.0728564413984,34.075192871938214,245513,245513.0,0.043712574850299404,6680,6680,6680,6680
907090,0,201,48201522002,5220.02,Census Tract 5220.02,48,522002,0.9077043645327398,747,747,Houston,True,High income + High poverty,False,34.075192871938214,34.075192871938214,86923,86923.0,0.23654211526282456,3158,3158,3303,3303
491193,0,201,48201311600,3116,Census Tract 3116,48,311600,0.49139087122421937,1388,1388,Houston,True,Low income + High poverty,True,,,43958,43958.0,0.3596786732314071,3859,3859,3859,3859
6045715,2523,201,48201330302,3303.02,Census Tract 3303.02,48,330302,6.051986488703651,981,981,Houston,True,Low income + High poverty,True,34.189995108284705,34.189995108284705,58808,58808.0,0.19479745830023829,5036,5036,5073,5073
1144385,0,201,48201333201,3332.01,Census Tract 3332.01,48,333201,1.1448327101549878,952,952,Houston,True,Low income + High poverty,True,34.175943089573586,34.175943089573586,43493,43493.0,0.2100154423119347,4533,4533,4533,4533
3560112,44318,201,48201340301,3403.01,Census Tract 3403.01,48,340301,3.6053182214242443,16,16,Houston,False,High income + Low poverty,False,34.30535637413309,34.30535637413309,204773,204773.0,0.004678362573099415,3420,3420,3420,3420
1947137,27539,201,48201310700,3107,Census Tract 3107,48,310700,1.9755399969136838,771,771,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,57935,57935.0,0.2125137816979052,3628,3628,3664,3664
2675692,2087,201,48201532600,5326,Census Tract 5326,48,532600,2.6794433383444574,1476,1476,Houston,True,Low income + High poverty,True,34.06943130034954,34.06943130034954,52657,52657.0,0.211340206185567,6984,6984,6984,6984
2458870,42211,201,48201311800,3118,Census Tract 3118,48,311800,2.5021940326583527,1116,1116,Houston,True,Low income + High poverty,True,34.171944709656074,34.171944709656074,45316,45316.0,0.2809667673716012,3972,3972,3972,3972
2074456,43860,201,48201311900,3119,Census Tract 3119,48,311900,2.1192700202647283,189,189,Houston,False,Low income + Low poverty,True,34.171944709656074,34.171944709656074,54375,54375.0,0.12625250501002003,1497,1497,1497,1497
1833847,32918,201,48201312000,3120,Census Tract 3120,48,312000,1.867645876807933,171,171,Houston,False,High income + Low poverty,False,34.171944709656074,34.171944709656074,62235,62235.0,0.1203377902885292,1421,1421,3412,3412
4994811,2015,201,48201222300,2223,Census Tract 2223,48,222300,4.999175155948462,1441,1441,Houston,True,Low income + High poverty,True,34.06312454115072,34.06312454115072,38770,38770.0,0.2894155452902189,4979,4979,4987,4987
1247524,0,201,48201211900,2119,Census Tract 2119,48,211900,1.248045465815593,1000,1000,Houston,True,Low income + High poverty,True,34.175768139840606,34.17576813984061,49050,49050.0,0.21734405564007825,4601,4601,4601,4601
1462387,0,201,48201422000,4220,Census Tract 4220,48,422000,1.4633043961628482,80,80,Houston,False,High income + Low poverty,False,,,125281,125281.0,0.03673094582185491,2178,2178,2184,2184
3444665,0,201,48201454600,4546,Census Tract 4546,48,454600,3.44785740586387,1393,1393,Houston,True,Low income + High poverty,True,34.18258016559219,34.18258016559219,45802,45802.0,0.2418822712276437,5759,5759,5830,5830
2695579,6114,201,48201532502,5325.02,Census Tract 5325.02,48,532502,2.703419413843052,1551,1551,Houston,True,Low income + High poverty,True,34.07231208614388,34.07231208614388,56857,56857.0,0.26806083650190116,5786,5786,5786,5786
